site_no,station_nm,month,year,decade,Latitude,Longitude,sample_dt,num_pix,B1,B2,B3,B4,B6,cluster,SSC_mgL,ten_day,reference,fractional_day,fractional_2month
st_s002,st_s002,5,2023,2015,68.6937602052197,-131.64161998437,2023-05-22,4,308,460,553,585,292,3,135.552135019966,140,"Affected, Post-slump",2023.38904109589,2023.33333333333
st_s002,st_s002,6,2023,2015,68.6937602052197,-131.64161998437,2023-06-07,2,127,262,281,289,296,3,65.0554622753041,150,"Affected, Post-slump",2023.43287671233,2023.5
st_s002,st_s002,7,2023,2015,68.6937602052197,-131.64161998437,2023-07-09,7,350,588,615,658,301,3,75.6727117217209,190,"Affected, Post-slump",2023.52054794521,2023.5
st_s002,st_s002,7,2023,2015,68.6937602052197,-131.64161998437,2023-07-25,2,370,708,707,676,305,3,63.0809154737918,200,"Affected, Post-slump",2023.56438356164,2023.5
st_s002,st_s002,7,2024,2015,68.6937602052197,-131.64161998437,2024-07-11,11,190,326,391,574,296,3,200.642940836666,190,"Affected, Post-slump",2024.52876712329,2024.5
st_s002,st_s002,8,2022,2015,68.6937602052197,-131.64161998437,2022-08-30,12,192,379,474,445,289,3,122.18182555523,240,"Affected, Post-slump",2022.66301369863,2022.66666666667
st_s002,st_s002,5,2023,2015,68.6937602052197,-131.64161998437,2023-05-29,6,165,274,359,250,294,3,143.616612182145,140,"Affected, Post-slump",2023.40821917808,2023.33333333333
st_s002,st_s002,6,2023,2015,68.6937602052197,-131.64161998437,2023-06-30,7,152,312,377,345,306,3,93.6274449493713,180,"Affected, Post-slump",2023.49589041096,2023.5
st_s002,st_s002,6,2024,2015,68.6937602052197,-131.64161998437,2024-06-16,16,220,372,456,337,294,3,115.936914316973,160,"Affected, Post-slump",2024.4602739726,2024.5
st_s002,st_s002,5,2023,2015,68.6937602052197,-131.64161998437,2023-05-20,14,201,339,423,388,288,3,147.909049855801,140,"Affected, Post-slump",2023.38356164384,2023.33333333333
st_s002,st_s002,6,2024,2015,68.6937602052197,-131.64161998437,2024-06-23,9,149,267,323,275,294,3,84.6403015993428,170,"Affected, Post-slump",2024.47945205479,2024.5
st_s002,st_s002,8,2022,2015,68.6937602052197,-131.64161998437,2022-08-05,13,246,456,551,495,299,3,116.061319452948,210,"Affected, Post-slump",2022.59452054795,2022.66666666667
st_s002,st_s002,5,2023,2015,68.6937602052197,-131.64161998437,2023-05-20,15,203,325,421,427,287,3,214.823208581696,140,"Affected, Post-slump",2023.38356164384,2023.33333333333
st_s002,st_s002,6,2023,2015,68.6937602052197,-131.64161998437,2023-06-21,3,158,238,271,156,295,3,58.9765695071268,170,"Affected, Post-slump",2023.47123287671,2023.5
st_s002,st_s002,7,2023,2015,68.6937602052197,-131.64161998437,2023-07-23,2,449,780,821,846,300,3,97.092760866413,200,"Affected, Post-slump",2023.55890410959,2023.5
st_s002,st_s002,6,2024,2015,68.6937602052197,-131.64161998437,2024-06-23,11,161,275,328,278,294,3,80.6978869173701,170,"Affected, Post-slump",2024.47945205479,2024.5
st_s002,st_s002,8,2022,2015,68.6937602052197,-131.64161998437,2022-08-12,19,356,652,729,818,296,3,139.261406709102,220,"Affected, Post-slump",2022.61369863014,2022.66666666667
st_s002,st_s002,6,2023,2015,68.6937602052197,-131.64161998437,2023-06-12,3,121,215,276,110,295,3,75.7136555605477,160,"Affected, Post-slump",2023.44657534247,2023.5
st_s002,st_s002,7,2023,2015,68.6937602052197,-131.64161998437,2023-07-30,2,363,668,607,878,301,3,72.6159079169795,210,"Affected, Post-slump",2023.57808219178,2023.5
st_s002,st_s002,5,2024,2015,68.6937602052197,-131.64161998437,2024-05-29,4,337,581,702,941,284,3,279.134831637343,150,"Affected, Post-slump",2024.41095890411,2024.33333333333
st_s002,st_s002,6,2024,2015,68.6937602052197,-131.64161998437,2024-06-14,17,241,405,512,380,290,3,134.251193512825,160,"Affected, Post-slump",2024.45479452055,2024.5
st_s002,st_s002,8,2022,2015,68.6937602052197,-131.64161998437,2022-08-12,18,391,669,743,783,295,3,132.897553571504,220,"Affected, Post-slump",2022.61369863014,2022.66666666667
st_s002,st_s002,7,2023,2015,68.6937602052197,-131.64161998437,2023-07-30,2,355,613,543,998,302,3,76.9776366521641,210,"Affected, Post-slump",2023.57808219178,2023.5
st_s002,st_s002,5,2024,2015,68.6937602052197,-131.64161998437,2024-05-29,3,324,582,701,773,285,3,251.940708980617,150,"Affected, Post-slump",2024.41095890411,2024.33333333333
st_s002,st_s002,6,2024,2015,68.6937602052197,-131.64161998437,2024-06-14,17,263,413,515,377,290,3,132.939323178518,160,"Affected, Post-slump",2024.45479452055,2024.5
